0	12.0	17.0	12.0	10.0	12.0	17.0	-5.0	-1.0	92.78
1	-23.0	-65.0	-128.0	85.0	12.0	-7.0	-20.0	12.0	94.81
2	63.0	-74.0	-11.0	-35.0	5.0	6.0	20.0	-9.0	91.0
3	80.0	-2.0	4.0	-2.0	-8.0	-5.0	7.0	5.0	94.01
4	47.0	14.0	-8.0	-13.0	9.0	-35.0	-8.0	21.0	103.47
5	-104.0	-46.0	25.0	-94.0	1.0	2.0	-2.0	-15.0	110.72
6	-30.0	98.0	-14.0	73.0	-1.0	1.0	10.0	25.0	108.8
7	-20.0	52.0	26.0	-22.0	-7.0	-46.0	-10.0	3.0	121.8
8	6.0	-4.0	-18.0	-37.0	-3.0	-15.0	15.0	-3.0	123.37
9	-7.0	4.0	-2.0	29.0	20.0	7.0	-28.0	-18.0	121.8
10	127.0	19.0	84.0	30.0	-1.0	40.0	54.0	-29.0	118.93
11	-87.0	-82.0	4.0	4.0	-7.0	3.0	-46.0	-1.0	119.14
12	25.0	3.0	-9.0	-22.0	6.0	-13.0	-33.0	-1.0	123.16
13	-124.0	68.0	-48.0	90.0	-8.0	-6.0	3.0	4.0	123.15
14	59.0	80.0	127.0	-22.0	-14.0	21.0	7.0	13.0	103.47
15	91.0	-21.0	-12.0	-2.0	-7.0	9.0	-10.0	37.0	103.44
16	-71.0	-79.0	-57.0	-58.0	22.0	-17.0	8.0	9.0	115.74
17	14.0	64.0	-11.0	-49.0	-2.0	-6.0	41.0	-2.0	110.72
18	28.0	12.0	12.0	-33.0	-10.0	15.0	3.0	-3.0	111.33
19	-78.0	-114.0	-26.0	-95.0	-16.0	10.0	-8.0	-2.0	118.72
20	-37.0	4.0	-50.0	10.0	3.0	-19.0	-11.0	-27.0	117.26
21	87.0	12.0	-6.0	73.0	-3.0	-1.0	-7.0	-7.0	115.17
22	-95.0	25.0	26.0	12.0	-12.0	22.0	5.0	-7.0	114.9
23	12.0	-20.0	-2.0	-1.0	-15.0	16.0	80.0	6.0	113.52
24	70.0	75.0	31.0	-10.0	-1.0	-20.0	80.0	-17.0	99.99
25	-117.0	-107.0	26.0	114.0	7.0	9.0	-8.0	-7.0	120.88
26	-2.0	19.0	-9.0	14.0	5.0	23.0	-1.0	21.0	118.93
27	99.0	-21.0	63.0	-38.0	-5.0	-2.0	18.0	10.0	115.17
28	-1.0	121.0	-5.0	-6.0	-12.0	-3.0	-7.0	0.0	97.24
29	-62.0	-17.0	-32.0	-7.0	12.0	8.0	-13.0	-28.0	99.99
30	-7.0	64.0	19.0	-14.0	-8.0	-3.0	8.0	-5.0	97.24
31	-26.0	22.0	-14.0	5.0	-6.0	-23.0	-30.0	-5.0	91.0
32	39.0	-28.0	24.0	-28.0	7.0	-7.0	27.0	-16.0	90.63
33	28.0	40.0	127.0	-6.0	1.0	5.0	6.0	29.0	89.05
34	-4.0	121.0	20.0	-6.0	6.0	8.0	26.0	5.0	86.33
35	85.0	12.0	-22.0	18.0	-2.0	-21.0	-17.0	51.0	83.5
36	69.0	-23.0	-44.0	-76.0	7.0	8.0	-23.0	2.0	79.14
37	-21.0	-11.0	-70.0	17.0	3.0	3.0	-73.0	-35.0	75.05
38	17.0	0.0	-24.0	5.0	-7.0	-42.0	7.0	11.0	75.05
39	117.0	23.0	13.0	24.0	0.0	-3.0	-3.0	25.0	59.03
40	-63.0	-80.0	-11.0	-20.0	-1.0	-2.0	9.0	-20.0	62.55
41	44.0	31.0	28.0	4.0	18.0	25.0	-72.0	12.0	70.19
42	70.0	-8.0	12.0	6.0	-12.0	5.0	8.0	-25.0	62.96
43	72.0	-25.0	-24.0	-128.0	-13.0	14.0	75.0	-24.0	62.56
44	-91.0	29.0	-18.0	47.0	-3.0	0.0	37.0	6.0	73.61
45	-10.0	-13.0	-25.0	109.0	-9.0	6.0	2.0	-10.0	76.75
46	23.0	-2.0	-28.0	13.0	-7.0	-18.0	-2.0	0.0	70.7
47	-44.0	127.0	-87.0	-21.0	-5.0	-9.0	0.0	-6.0	61.2
48	-20.0	-55.0	110.0	-38.0	5.0	-4.0	-24.0	-26.0	61.16
49	68.0	75.0	6.0	-17.0	3.0	-11.0	-4.0	4.0	55.22
50	-35.0	3.0	-128.0	-1.0	-3.0	10.0	39.0	24.0	55.22
51	1.0	53.0	-2.0	-22.0	15.0	-11.0	52.0	4.0	55.03
52	1.0	-57.0	37.0	21.0	17.0	3.0	29.0	-1.0	57.5
53	19.0	127.0	65.0	55.0	-5.0	17.0	-2.0	2.0	66.26
54	-5.0	-75.0	7.0	4.0	-21.0	-29.0	-8.0	12.0	63.0
55	82.0	22.0	-70.0	0.0	-13.0	-16.0	39.0	-27.0	57.5
56	80.0	61.0	-38.0	-20.0	10.0	17.0	-20.0	-5.0	65.95
57	-53.0	-8.0	9.0	17.0	5.0	-5.0	81.0	51.0	70.19
58	34.0	-35.0	22.0	-111.0	-13.0	42.0	-15.0	12.0	58.21
59	11.0	87.0	-45.0	90.0	-1.0	1.0	-6.0	2.0	55.16
60	-2.0	8.0	13.0	33.0	8.0	-6.0	-4.0	-26.0	55.67
61	-1.0	-49.0	-8.0	66.0	0.0	16.0	-10.0	-19.0	55.99
62	-21.0	50.0	-13.0	31.0	-13.0	1.0	-17.0	32.0	56.52
63	-37.0	-21.0	9.0	16.0	10.0	-3.0	-7.0	25.0	61.16
64	-35.0	-22.0	72.0	-4.0	-3.0	-22.0	18.0	0.0	55.28
65	-1.0	-17.0	45.0	-27.0	19.0	10.0	1.0	9.0	61.04
66	20.0	0.0	-26.0	-14.0	-12.0	-6.0	6.0	-18.0	57.4
67	-66.0	23.0	-22.0	-80.0	-8.0	20.0	4.0	7.0	62.55
68	-74.0	36.0	26.0	92.0	8.0	24.0	3.0	-21.0	57.02
69	6.0	-7.0	-54.0	38.0	7.0	0.0	35.0	2.0	55.28
70	28.0	-128.0	33.0	-87.0	-1.0	-9.0	-53.0	3.0	61.8
