0	87.0	-31.0	3.0	-33.0	9.0	-16.0	-12.0	-25.0	60.76
1	-44.0	-19.0	-17.0	-87.0	-2.0	-14.0	-13.0	33.0	67.85
2	127.0	-94.0	23.0	7.0	9.0	-28.0	21.0	18.0	72.59
3	111.0	98.0	38.0	-31.0	-1.0	-9.0	3.0	5.0	72.83
4	113.0	-47.0	-77.0	53.0	20.0	-12.0	-4.0	-4.0	72.83
5	-44.0	127.0	8.0	2.0	-17.0	-3.0	-7.0	4.0	66.09
6	18.0	-82.0	-22.0	-95.0	-14.0	-39.0	26.0	27.0	71.35
7	5.0	127.0	83.0	3.0	30.0	-18.0	4.0	-5.0	77.28
8	10.0	-87.0	-81.0	127.0	14.0	-5.0	34.0	11.0	71.35
9	41.0	-128.0	-50.0	90.0	-4.0	0.0	9.0	12.0	56.49
10	80.0	59.0	6.0	-24.0	-1.0	2.0	-22.0	-16.0	55.73
11	75.0	-128.0	-56.0	14.0	0.0	-65.0	-10.0	38.0	51.26
12	-128.0	-70.0	25.0	-36.0	-20.0	21.0	-12.0	-14.0	51.37
13	-77.0	-100.0	2.0	56.0	-26.0	25.0	28.0	17.0	52.0
14	30.0	-95.0	50.0	108.0	3.0	-3.0	-14.0	-6.0	50.85
15	-5.0	31.0	74.0	-59.0	15.0	-19.0	25.0	-91.0	51.26
16	-128.0	-108.0	-88.0	-103.0	14.0	-2.0	14.0	10.0	54.43
17	-22.0	77.0	6.0	55.0	-30.0	15.0	-15.0	-4.0	53.34
18	-128.0	2.0	-62.0	127.0	17.0	-41.0	41.0	-23.0	52.0
19	27.0	-116.0	100.0	32.0	-8.0	22.0	10.0	7.0	50.77
20	84.0	99.0	100.0	-103.0	24.0	-13.0	-41.0	-3.0	53.18
21	-41.0	127.0	-99.0	-66.0	2.0	1.0	32.0	41.0	51.65
22	71.0	23.0	75.0	114.0	-25.0	16.0	-10.0	-10.0	50.85
23	103.0	86.0	46.0	-45.0	12.0	22.0	-24.0	-9.0	54.48
24	-3.0	31.0	-80.0	-118.0	34.0	7.0	51.0	17.0	54.43
25	127.0	22.0	-44.0	-60.0	3.0	6.0	53.0	3.0	74.86
26	101.0	-12.0	-33.0	-33.0	-21.0	-2.0	-13.0	22.0	56.49
27	-128.0	-39.0	84.0	-3.0	4.0	2.0	-24.0	-27.0	60.76
28	62.0	-54.0	36.0	55.0	16.0	-19.0	-10.0	-43.0	62.98
29	27.0	127.0	-33.0	-128.0	-3.0	30.0	0.0	-29.0	67.85
30	-51.0	-28.0	120.0	-14.0	6.0	-27.0	66.0	32.0	66.09
31	-64.0	90.0	28.0	-18.0	22.0	20.0	-5.0	-34.0	72.61
32	86.0	81.0	-63.0	82.0	14.0	-27.0	-7.0	16.0	79.42
33	-60.0	-16.0	10.0	-67.0	0.0	5.0	-32.0	-1.0	79.42
34	127.0	127.0	64.0	74.0	-7.0	19.0	60.0	-52.0	87.71
35	27.0	-4.0	-11.0	-55.0	23.0	-19.0	-78.0	12.0	95.76
36	6.0	-128.0	24.0	-2.0	-13.0	24.0	-16.0	6.0	102.04
37	84.0	-26.0	12.0	9.0	6.0	19.0	37.0	3.0	87.56
38	92.0	49.0	-14.0	80.0	-10.0	1.0	18.0	61.0	85.33
39	110.0	-39.0	47.0	26.0	34.0	-30.0	4.0	-33.0	82.86
40	127.0	61.0	-10.0	-42.0	-80.0	24.0	20.0	8.0	80.15
41	-55.0	-128.0	-9.0	-69.0	-9.0	2.0	-10.0	72.0	86.51
42	69.0	56.0	15.0	-2.0	4.0	3.0	-12.0	-23.0	83.14
43	-128.0	39.0	-34.0	-22.0	10.0	-33.0	5.0	-18.0	87.13
44	59.0	127.0	-128.0	0.0	2.0	24.0	8.0	54.0	99.11
45	-57.0	61.0	-14.0	25.0	-24.0	-25.0	-4.0	33.0	97.17
46	-40.0	97.0	-24.0	24.0	-14.0	3.0	-23.0	-27.0	107.36
47	108.0	119.0	38.0	-40.0	-1.0	43.0	-3.0	-33.0	108.87
48	-35.0	-128.0	-122.0	-24.0	10.0	-45.0	-24.0	-54.0	111.08
49	38.0	-94.0	92.0	75.0	-27.0	-7.0	3.0	18.0	105.9
50	127.0	76.0	-30.0	-128.0	-5.0	-16.0	-13.0	35.0	99.11
51	2.0	-37.0	106.0	-35.0	-3.0	3.0	-2.0	-11.0	107.62
52	-90.0	66.0	16.0	1.0	4.0	6.0	113.0	-11.0	111.58
53	14.0	127.0	102.0	11.0	-12.0	7.0	-14.0	-39.0	111.58
54	-76.0	-96.0	-49.0	-10.0	6.0	15.0	19.0	-49.0	107.62
55	20.0	86.0	-96.0	-54.0	-16.0	6.0	-40.0	10.0	96.83
56	92.0	127.0	-2.0	-19.0	3.0	11.0	-12.0	-23.0	115.04
57	-66.0	-40.0	103.0	95.0	-2.0	9.0	-36.0	15.0	114.8
58	-47.0	49.0	106.0	-128.0	58.0	-14.0	9.0	22.0	114.95
59	127.0	-33.0	-86.0	-70.0	-24.0	-4.0	8.0	19.0	114.9
60	59.0	100.0	16.0	24.0	-19.0	17.0	-86.0	26.0	115.04
61	89.0	-33.0	127.0	-14.0	15.0	27.0	-32.0	-1.0	115.25
62	127.0	83.0	-4.0	-82.0	26.0	-16.0	-6.0	105.0	115.13
63	-16.0	58.0	-99.0	-41.0	54.0	-50.0	8.0	-58.0	114.8
64	42.0	126.0	-27.0	2.0	-48.0	3.0	6.0	-16.0	95.39
65	67.0	127.0	8.0	97.0	-10.0	16.0	11.0	45.0	105.9
66	104.0	-128.0	79.0	-30.0	7.0	5.0	-45.0	15.0	111.64
67	76.0	14.0	40.0	40.0	41.0	-33.0	23.0	-5.0	100.16
68	-123.0	84.0	-54.0	8.0	-9.0	-2.0	4.0	43.0	104.8
69	127.0	-89.0	1.0	-6.0	-36.0	11.0	9.0	-47.0	97.17
70	66.0	1.0	47.0	6.0	-16.0	8.0	22.0	-25.0	111.08
71	-14.0	-57.0	-80.0	-12.0	3.0	18.0	20.0	27.0	87.71
72	8.0	113.0	-74.0	24.0	30.0	17.0	-81.0	-6.0	86.51
73	92.0	-82.0	-65.0	27.0	-13.0	-20.0	4.0	-3.0	82.86
74	-23.0	-25.0	-59.0	68.0	-56.0	-18.0	-14.0	10.0	82.47
75	64.0	127.0	23.0	-92.0	-37.0	-21.0	-32.0	-12.0	85.33
76	-100.0	42.0	17.0	-53.0	37.0	-4.0	-41.0	-22.0	82.47
77	95.0	-74.0	-68.0	26.0	-23.0	26.0	-62.0	-13.0	82.09
78	-77.0	60.0	-78.0	5.0	22.0	6.0	-1.0	-41.0	77.42
79	-12.0	80.0	-78.0	50.0	5.0	-1.0	8.0	-26.0	77.28
80	-13.0	127.0	-16.0	-62.0	21.0	4.0	-58.0	13.0	70.64
81	127.0	-16.0	127.0	35.0	14.0	17.0	-22.0	41.0	70.64
82	-105.0	-19.0	22.0	122.0	29.0	11.0	21.0	-25.0	58.47
83	-97.0	61.0	-128.0	21.0	6.0	-5.0	60.0	-13.0	65.12
84	9.0	50.0	-8.0	102.0	-3.0	0.0	-23.0	10.0	56.21
85	45.0	-41.0	5.0	-34.0	11.0	31.0	55.0	-4.0	54.48
86	-16.0	-66.0	127.0	32.0	-40.0	-1.0	-61.0	-16.0	68.21
87	7.0	37.0	-15.0	-17.0	-11.0	2.0	99.0	45.0	55.61
